transcript_id,user_transcript,age,gender,annual_income,occupation,state,caste_category,is_differently_abled
T0866,"Main Madhya Pradesh se ek kisan hu, meri umar 57 saal hai aur saalana kamai 120000 rupe hai.",57,,120000.0,kisan,Madhya Pradesh,,FALSE
T0867,I am a 24 year old male berojgar living in Uttar Pradesh. My annual household income is 200000 rupees.,24,Male,200000.0,berojgar,Uttar Pradesh,,FALSE
T0868,"Namaste, main 27 varsh ka chhatra hu Karnataka se. Meri income 200000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",27,,200000.0,chhatra,Karnataka,SC,TRUE
T0869,"Hi, I am 43 years old student from Uttar Pradesh. My family income is 120000 and I am differently abled.",43,,120000.0,berojgar,Uttar Pradesh,,TRUE
T0870,"I belong to SC category from Uttar Pradesh. Age is 19, profession is student, income around 120000.",19,,120000.0,student,Uttar Pradesh,SC,FALSE
T0871,"Hi, I am 27 years old student from Tamil Nadu. My family income is 600000 and I am differently abled.",27,,600000.0,mazdoor,Tamil Nadu,,TRUE
T0872,"Hi, I am 62 years old student from Uttar Pradesh. My family income is 45000 and I am differently abled.",62,,45000.0,farmer,Uttar Pradesh,,TRUE
T0873,"Hi, I am 42 years old student from Uttar Pradesh. My family income is 200000 and I am differently abled.",42,,200000.0,daily wage worker,Uttar Pradesh,,TRUE
T0874,"Mera naam Ramesh hai, main Tamil Nadu ka rehne wala hu. Main ST category se ek purush hu aur mazdoor hu. Aamdani 200000 per year hai.",21,Male,200000.0,mazdoor,Tamil Nadu,ST,FALSE
T0875,"Namaste, main 46 varsh ka unemployed hu Rajasthan se. Meri income 0 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",46,,0.0,unemployed,Rajasthan,OBC,TRUE
T0876,"Main Rajasthan se ek daily wage worker hu, meri umar 59 saal hai aur saalana kamai 45000 rupe hai.",59,,45000.0,daily wage worker,Rajasthan,,FALSE
T0877,"I belong to SC category from Tamil Nadu. Age is 41, profession is labour, income around 600000.",41,,600000.0,labour,Tamil Nadu,SC,FALSE
T0878,"Namaste, main 59 varsh ka student hu Maharashtra se. Meri income 45000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",59,,45000.0,student,Maharashtra,SC,TRUE
T0879,"I belong to OBC category from West Bengal. Age is 52, profession is bunkar, income around 120000.",52,,120000.0,bunkar,West Bengal,OBC,FALSE
T0880,"I belong to OBC category from Madhya Pradesh. Age is 35, profession is mazdoor, income around 45000.",35,,45000.0,mazdoor,Madhya Pradesh,OBC,FALSE
T0881,I am a 61 year old female farmer living in Madhya Pradesh. My annual household income is 0 rupees.,61,Female,0.0,farmer,Madhya Pradesh,,FALSE
T0882,"Main Madhya Pradesh se ek student hu, meri umar 44 saal hai aur saalana kamai 120000 rupe hai.",44,,120000.0,student,Madhya Pradesh,,FALSE
T0883,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main SC category se ek purush hu aur street vendor hu. Aamdani 350000 per year hai.",22,Male,350000.0,street vendor,Karnataka,SC,FALSE
T0884,"Hi, I am 57 years old student from West Bengal. My family income is 120000 and I am differently abled.",57,,120000.0,weaver,West Bengal,,TRUE
T0885,"Main Maharashtra se ek weaver hu, meri umar 27 saal hai aur saalana kamai 200000 rupe hai.",27,,200000.0,weaver,Maharashtra,,FALSE
T0886,"I belong to General category from Rajasthan. Age is 18, profession is street vendor, income around 350000.",18,,350000.0,street vendor,Rajasthan,General,FALSE
T0887,"Hi, I am 23 years old student from Madhya Pradesh. My family income is 0 and I am differently abled.",23,,0.0,street vendor,Madhya Pradesh,,TRUE
T0888,"Hi, I am 27 years old student from Bihar. My family income is 45000 and I am differently abled.",27,,45000.0,farmer,Bihar,,TRUE
T0889,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main General category se ek purush hu aur rehri wala hu. Aamdani 80000 per year hai.",48,Male,80000.0,rehri wala,Madhya Pradesh,General,FALSE
T0890,I am a 42 year old male labour living in Tamil Nadu. My annual household income is 0 rupees.,42,Male,0.0,labour,Tamil Nadu,,FALSE
T0891,"Namaste, main 24 varsh ka rehri wala hu Karnataka se. Meri income 80000 rupaye hai, aur main General varg se hoon. Main divyang hu.",24,,80000.0,rehri wala,Karnataka,General,TRUE
T0892,"Hi, I am 21 years old student from Maharashtra. My family income is 350000 and I am differently abled.",21,,350000.0,mazdoor,Maharashtra,,TRUE
T0893,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main OBC category se ek mahila hu aur bunkar hu. Aamdani 120000 per year hai.",45,Female,120000.0,bunkar,Madhya Pradesh,OBC,FALSE
T0894,"I belong to General category from Rajasthan. Age is 52, profession is labour, income around 600000.",52,,600000.0,labour,Rajasthan,General,FALSE
T0895,"Mera naam Ramesh hai, main Bihar ka rehne wala hu. Main ST category se ek purush hu aur rehri wala hu. Aamdani 200000 per year hai.",63,Male,200000.0,rehri wala,Bihar,ST,FALSE
T0896,"Namaste, main 37 varsh ka unemployed hu Tamil Nadu se. Meri income 45000 rupaye hai, aur main General varg se hoon. Main divyang hu.",37,,45000.0,unemployed,Tamil Nadu,General,TRUE
T0897,I am a 33 year old male bunkar living in Tamil Nadu. My annual household income is 120000 rupees.,33,Male,120000.0,bunkar,Tamil Nadu,,FALSE
T0898,I am a 46 year old female daily wage worker living in Madhya Pradesh. My annual household income is 80000 rupees.,46,Female,80000.0,daily wage worker,Madhya Pradesh,,FALSE
T0899,"Hi, I am 60 years old student from Bihar. My family income is 120000 and I am differently abled.",60,,120000.0,mazdoor,Bihar,,TRUE
T0900,"Hi, I am 62 years old student from Maharashtra. My family income is 200000 and I am differently abled.",62,,200000.0,chhatra,Maharashtra,,TRUE
T0901,"Namaste, main 55 varsh ka artisan hu Tamil Nadu se. Meri income 200000 rupaye hai, aur main General varg se hoon. Main divyang hu.",55,,200000.0,artisan,Tamil Nadu,General,TRUE
T0902,"I belong to SC category from Uttar Pradesh. Age is 35, profession is weaver, income around 0.",35,,0.0,weaver,Uttar Pradesh,SC,FALSE
T0903,"Namaste, main 56 varsh ka rehri wala hu Karnataka se. Meri income 45000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",56,,45000.0,rehri wala,Karnataka,ST,TRUE
T0904,"Namaste, main 44 varsh ka daily wage worker hu Madhya Pradesh se. Meri income 600000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",44,,600000.0,daily wage worker,Madhya Pradesh,OBC,TRUE
T0905,"I belong to General category from Uttar Pradesh. Age is 36, profession is mazdoor, income around 120000.",36,,120000.0,mazdoor,Uttar Pradesh,General,FALSE
T0906,"I belong to OBC category from Karnataka. Age is 65, profession is artisan, income around 0.",65,,0.0,artisan,Karnataka,OBC,FALSE
T0907,"I belong to OBC category from Madhya Pradesh. Age is 54, profession is farmer, income around 0.",54,,0.0,farmer,Madhya Pradesh,OBC,FALSE
T0908,"I belong to SC category from Tamil Nadu. Age is 22, profession is artisan, income around 200000.",22,,200000.0,artisan,Tamil Nadu,SC,FALSE
T0909,"I belong to General category from Rajasthan. Age is 25, profession is daily wage worker, income around 200000.",25,,200000.0,daily wage worker,Rajasthan,General,FALSE
T0910,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main ST category se ek mahila hu aur chhatra hu. Aamdani 120000 per year hai.",57,Female,120000.0,chhatra,Karnataka,ST,FALSE
T0911,"Main Maharashtra se ek street vendor hu, meri umar 41 saal hai aur saalana kamai 350000 rupe hai.",41,,350000.0,street vendor,Maharashtra,,FALSE
T0912,"Hi, I am 28 years old student from Rajasthan. My family income is 120000 and I am differently abled.",28,,120000.0,berojgar,Rajasthan,,TRUE
T0913,I am a 62 year old female farmer living in Maharashtra. My annual household income is 80000 rupees.,62,Female,80000.0,farmer,Maharashtra,,FALSE
T0914,"I belong to General category from Karnataka. Age is 43, profession is street vendor, income around 0.",43,,0.0,street vendor,Karnataka,General,FALSE
T0915,"Hi, I am 50 years old student from Bihar. My family income is 600000 and I am differently abled.",50,,600000.0,weaver,Bihar,,TRUE
T0916,"I belong to ST category from Madhya Pradesh. Age is 22, profession is unemployed, income around 120000.",22,,120000.0,unemployed,Madhya Pradesh,ST,FALSE
T0917,"Hi, I am 45 years old student from Karnataka. My family income is 80000 and I am differently abled.",45,,80000.0,street vendor,Karnataka,,TRUE
T0918,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main ST category se ek purush hu aur mazdoor hu. Aamdani 200000 per year hai.",37,Male,200000.0,mazdoor,Madhya Pradesh,ST,FALSE
T0919,"Hi, I am 51 years old student from Karnataka. My family income is 200000 and I am differently abled.",51,,200000.0,weaver,Karnataka,,TRUE
T0920,"I belong to General category from Uttar Pradesh. Age is 37, profession is student, income around 200000.",37,,200000.0,student,Uttar Pradesh,General,FALSE
T0921,"Hi, I am 20 years old student from Maharashtra. My family income is 45000 and I am differently abled.",20,,45000.0,daily wage worker,Maharashtra,,TRUE
T0922,"Mera naam Ramesh hai, main West Bengal ka rehne wala hu. Main SC category se ek mahila hu aur weaver hu. Aamdani 120000 per year hai.",43,Female,120000.0,weaver,West Bengal,SC,FALSE
T0923,"Namaste, main 34 varsh ka weaver hu Rajasthan se. Meri income 120000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",34,,120000.0,weaver,Rajasthan,SC,TRUE
T0924,"I belong to ST category from Madhya Pradesh. Age is 30, profession is weaver, income around 600000.",30,,600000.0,weaver,Madhya Pradesh,ST,FALSE
T0925,"Namaste, main 40 varsh ka farmer hu Uttar Pradesh se. Meri income 600000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",40,,600000.0,farmer,Uttar Pradesh,SC,TRUE
T0926,"Mera naam Ramesh hai, main Tamil Nadu ka rehne wala hu. Main ST category se ek purush hu aur artisan hu. Aamdani 0 per year hai.",45,Male,0.0,artisan,Tamil Nadu,ST,FALSE
T0927,"Mera naam Ramesh hai, main Tamil Nadu ka rehne wala hu. Main ST category se ek mahila hu aur chhatra hu. Aamdani 350000 per year hai.",38,Female,350000.0,chhatra,Tamil Nadu,ST,FALSE
T0928,"Namaste, main 65 varsh ka farmer hu Uttar Pradesh se. Meri income 120000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",65,,120000.0,farmer,Uttar Pradesh,ST,TRUE
T0929,"Namaste, main 47 varsh ka daily wage worker hu Tamil Nadu se. Meri income 80000 rupaye hai, aur main General varg se hoon. Main divyang hu.",47,,80000.0,daily wage worker,Tamil Nadu,General,TRUE
T0930,"Hi, I am 44 years old student from Tamil Nadu. My family income is 350000 and I am differently abled.",44,,350000.0,farmer,Tamil Nadu,,TRUE
T0931,"Hi, I am 21 years old student from Uttar Pradesh. My family income is 120000 and I am differently abled.",21,,120000.0,artisan,Uttar Pradesh,,TRUE
T0932,"I belong to ST category from West Bengal. Age is 43, profession is daily wage worker, income around 80000.",43,,80000.0,daily wage worker,West Bengal,ST,FALSE
T0933,I am a 37 year old male daily wage worker living in Uttar Pradesh. My annual household income is 80000 rupees.,37,Male,80000.0,daily wage worker,Uttar Pradesh,,FALSE
T0934,"Main Uttar Pradesh se ek street vendor hu, meri umar 22 saal hai aur saalana kamai 0 rupe hai.",22,,0.0,street vendor,Uttar Pradesh,,FALSE
T0935,"Mera naam Ramesh hai, main Rajasthan ka rehne wala hu. Main SC category se ek mahila hu aur rehri wala hu. Aamdani 200000 per year hai.",53,Female,200000.0,rehri wala,Rajasthan,SC,FALSE
T0936,I am a 27 year old female bunkar living in Rajasthan. My annual household income is 80000 rupees.,27,Female,80000.0,bunkar,Rajasthan,,FALSE
T0937,I am a 32 year old male farmer living in Rajasthan. My annual household income is 0 rupees.,32,Male,0.0,farmer,Rajasthan,,FALSE
T0938,"Hi, I am 48 years old student from Karnataka. My family income is 350000 and I am differently abled.",48,,350000.0,labour,Karnataka,,TRUE
T0939,"Namaste, main 49 varsh ka chhatra hu Bihar se. Meri income 0 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",49,,0.0,chhatra,Bihar,OBC,TRUE
T0940,"I belong to ST category from Rajasthan. Age is 44, profession is chhatra, income around 45000.",44,,45000.0,chhatra,Rajasthan,ST,FALSE
T0941,"I belong to General category from Karnataka. Age is 42, profession is berojgar, income around 200000.",42,,200000.0,berojgar,Karnataka,General,FALSE
T0942,"Hi, I am 30 years old student from Madhya Pradesh. My family income is 120000 and I am differently abled.",30,,120000.0,student,Madhya Pradesh,,TRUE
T0943,"Hi, I am 51 years old student from Uttar Pradesh. My family income is 350000 and I am differently abled.",51,,350000.0,street vendor,Uttar Pradesh,,TRUE
T0944,"Namaste, main 38 varsh ka bunkar hu Uttar Pradesh se. Meri income 600000 rupaye hai, aur main General varg se hoon. Main divyang hu.",38,,600000.0,bunkar,Uttar Pradesh,General,TRUE
T0945,"Namaste, main 29 varsh ka student hu West Bengal se. Meri income 350000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",29,,350000.0,student,West Bengal,OBC,TRUE
T0946,"Namaste, main 40 varsh ka rehri wala hu Karnataka se. Meri income 80000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",40,,80000.0,rehri wala,Karnataka,OBC,TRUE
T0947,"I belong to General category from Bihar. Age is 58, profession is daily wage worker, income around 350000.",58,,350000.0,daily wage worker,Bihar,General,FALSE
T0948,I am a 61 year old female bunkar living in West Bengal. My annual household income is 0 rupees.,61,Female,0.0,bunkar,West Bengal,,FALSE
T0949,I am a 54 year old male artisan living in Tamil Nadu. My annual household income is 600000 rupees.,54,Male,600000.0,artisan,Tamil Nadu,,FALSE
T0950,"Namaste, main 58 varsh ka weaver hu Rajasthan se. Meri income 120000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",58,,120000.0,weaver,Rajasthan,SC,TRUE
T0951,"Namaste, main 47 varsh ka labour hu Uttar Pradesh se. Meri income 0 rupaye hai, aur main SC varg se hoon. Main divyang hu.",47,,0.0,labour,Uttar Pradesh,SC,TRUE
T0952,"Hi, I am 33 years old student from Rajasthan. My family income is 600000 and I am differently abled.",33,,600000.0,berojgar,Rajasthan,,TRUE
T0953,"I belong to ST category from West Bengal. Age is 50, profession is chhatra, income around 0.",50,,0.0,chhatra,West Bengal,ST,FALSE
T0954,"Namaste, main 51 varsh ka student hu Bihar se. Meri income 600000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",51,,600000.0,student,Bihar,OBC,TRUE
T0955,"Hi, I am 38 years old student from Rajasthan. My family income is 350000 and I am differently abled.",38,,350000.0,street vendor,Rajasthan,,TRUE
T0956,I am a 37 year old male rehri wala living in Bihar. My annual household income is 350000 rupees.,37,Male,350000.0,rehri wala,Bihar,,FALSE
T0957,"I belong to ST category from Maharashtra. Age is 30, profession is berojgar, income around 45000.",30,,45000.0,berojgar,Maharashtra,ST,FALSE
T0958,I am a 41 year old male artisan living in Rajasthan. My annual household income is 200000 rupees.,41,Male,200000.0,artisan,Rajasthan,,FALSE
T0959,"Hi, I am 64 years old student from Bihar. My family income is 80000 and I am differently abled.",64,,80000.0,berojgar,Bihar,,TRUE
T0960,"Mera naam Ramesh hai, main Uttar Pradesh ka rehne wala hu. Main ST category se ek purush hu aur street vendor hu. Aamdani 45000 per year hai.",59,Male,45000.0,street vendor,Uttar Pradesh,ST,FALSE
T0961,"Main Madhya Pradesh se ek chhatra hu, meri umar 20 saal hai aur saalana kamai 600000 rupe hai.",20,,600000.0,chhatra,Madhya Pradesh,,FALSE
T0962,"Main Tamil Nadu se ek rehri wala hu, meri umar 48 saal hai aur saalana kamai 600000 rupe hai.",48,,600000.0,rehri wala,Tamil Nadu,,FALSE
T0963,"Mera naam Ramesh hai, main Bihar ka rehne wala hu. Main ST category se ek purush hu aur farmer hu. Aamdani 120000 per year hai.",27,Male,120000.0,farmer,Bihar,ST,FALSE
T0964,I am a 20 year old female kisan living in West Bengal. My annual household income is 120000 rupees.,20,Female,120000.0,kisan,West Bengal,,FALSE
T0965,"Main Rajasthan se ek rehri wala hu, meri umar 44 saal hai aur saalana kamai 600000 rupe hai.",44,,600000.0,rehri wala,Rajasthan,,FALSE
T0966,"I belong to ST category from Bihar. Age is 63, profession is unemployed, income around 120000.",63,,120000.0,unemployed,Bihar,ST,FALSE
T0967,"Namaste, main 20 varsh ka kisan hu Maharashtra se. Meri income 120000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",20,,120000.0,kisan,Maharashtra,SC,TRUE
T0968,"Hi, I am 64 years old student from Maharashtra. My family income is 600000 and I am differently abled.",64,,600000.0,kisan,Maharashtra,,TRUE
T0969,"Namaste, main 18 varsh ka daily wage worker hu Rajasthan se. Meri income 0 rupaye hai, aur main SC varg se hoon. Main divyang hu.",18,,0.0,daily wage worker,Rajasthan,SC,TRUE
T0970,"Main Uttar Pradesh se ek kisan hu, meri umar 24 saal hai aur saalana kamai 120000 rupe hai.",24,,120000.0,kisan,Uttar Pradesh,,FALSE
T0971,I am a 51 year old male street vendor living in Rajasthan. My annual household income is 80000 rupees.,51,Male,80000.0,street vendor,Rajasthan,,FALSE
T0972,"Namaste, main 58 varsh ka rehri wala hu West Bengal se. Meri income 200000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",58,,200000.0,rehri wala,West Bengal,SC,TRUE
T0973,"Mera naam Ramesh hai, main Uttar Pradesh ka rehne wala hu. Main ST category se ek purush hu aur chhatra hu. Aamdani 600000 per year hai.",41,Male,600000.0,chhatra,Uttar Pradesh,ST,FALSE
T0974,"Mera naam Ramesh hai, main Tamil Nadu ka rehne wala hu. Main SC category se ek mahila hu aur student hu. Aamdani 80000 per year hai.",19,Female,80000.0,student,Tamil Nadu,SC,FALSE
T0975,"Mera naam Ramesh hai, main West Bengal ka rehne wala hu. Main OBC category se ek mahila hu aur street vendor hu. Aamdani 350000 per year hai.",28,Female,350000.0,street vendor,West Bengal,OBC,FALSE
T0976,I am a 54 year old female student living in Bihar. My annual household income is 120000 rupees.,54,Female,120000.0,student,Bihar,,FALSE
T0977,"Mera naam Ramesh hai, main Maharashtra ka rehne wala hu. Main OBC category se ek mahila hu aur daily wage worker hu. Aamdani 45000 per year hai.",29,Female,45000.0,daily wage worker,Maharashtra,OBC,FALSE
T0978,"Hi, I am 22 years old student from Karnataka. My family income is 80000 and I am differently abled.",22,,80000.0,weaver,Karnataka,,TRUE
T0979,"Mera naam Ramesh hai, main Karnataka ka rehne wala hu. Main SC category se ek mahila hu aur labour hu. Aamdani 0 per year hai.",35,Female,0.0,labour,Karnataka,SC,FALSE
T0980,I am a 39 year old male mazdoor living in Uttar Pradesh. My annual household income is 600000 rupees.,39,Male,600000.0,mazdoor,Uttar Pradesh,,FALSE
T0981,I am a 42 year old male mazdoor living in West Bengal. My annual household income is 600000 rupees.,42,Male,600000.0,mazdoor,West Bengal,,FALSE
T0982,"Main Bihar se ek unemployed hu, meri umar 25 saal hai aur saalana kamai 120000 rupe hai.",25,,120000.0,unemployed,Bihar,,FALSE
T0983,"Mera naam Ramesh hai, main Bihar ka rehne wala hu. Main General category se ek purush hu aur rehri wala hu. Aamdani 120000 per year hai.",46,Male,120000.0,rehri wala,Bihar,General,FALSE
T0984,"Main Maharashtra se ek street vendor hu, meri umar 21 saal hai aur saalana kamai 120000 rupe hai.",21,,120000.0,street vendor,Maharashtra,,FALSE
T0985,"I belong to SC category from West Bengal. Age is 27, profession is street vendor, income around 0.",27,,0.0,street vendor,West Bengal,SC,FALSE
T0986,"Namaste, main 27 varsh ka farmer hu West Bengal se. Meri income 350000 rupaye hai, aur main OBC varg se hoon. Main divyang hu.",27,,350000.0,farmer,West Bengal,OBC,TRUE
T0987,"Main Madhya Pradesh se ek bunkar hu, meri umar 64 saal hai aur saalana kamai 80000 rupe hai.",64,,80000.0,bunkar,Madhya Pradesh,,FALSE
T0988,"Main Karnataka se ek farmer hu, meri umar 59 saal hai aur saalana kamai 200000 rupe hai.",59,,200000.0,farmer,Karnataka,,FALSE
T0989,"Hi, I am 31 years old student from Madhya Pradesh. My family income is 600000 and I am differently abled.",31,,600000.0,berojgar,Madhya Pradesh,,TRUE
T0990,"Hi, I am 37 years old student from Rajasthan. My family income is 200000 and I am differently abled.",37,,200000.0,labour,Rajasthan,,TRUE
T0991,"Hi, I am 43 years old student from Madhya Pradesh. My family income is 45000 and I am differently abled.",43,,45000.0,daily wage worker,Madhya Pradesh,,TRUE
T0992,I am a 38 year old female labour living in West Bengal. My annual household income is 200000 rupees.,38,Female,200000.0,labour,West Bengal,,FALSE
T0993,I am a 23 year old female daily wage worker living in West Bengal. My annual household income is 600000 rupees.,23,Female,600000.0,daily wage worker,West Bengal,,FALSE
T0994,"Namaste, main 38 varsh ka weaver hu Karnataka se. Meri income 600000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",38,,600000.0,weaver,Karnataka,ST,TRUE
T0995,I am a 58 year old male street vendor living in Bihar. My annual household income is 80000 rupees.,58,Male,80000.0,street vendor,Bihar,,FALSE
T0996,"Mera naam Ramesh hai, main Rajasthan ka rehne wala hu. Main General category se ek purush hu aur chhatra hu. Aamdani 45000 per year hai.",62,Male,45000.0,chhatra,Rajasthan,General,FALSE
T0997,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main ST category se ek mahila hu aur farmer hu. Aamdani 80000 per year hai.",38,Female,80000.0,farmer,Madhya Pradesh,ST,FALSE
T0998,"Main Bihar se ek berojgar hu, meri umar 62 saal hai aur saalana kamai 600000 rupe hai.",62,,600000.0,berojgar,Bihar,,FALSE
T0999,"Mera naam Ramesh hai, main Rajasthan ka rehne wala hu. Main OBC category se ek mahila hu aur kisan hu. Aamdani 200000 per year hai.",30,Female,200000.0,kisan,Rajasthan,OBC,FALSE
T1000,"Namaste, main 54 varsh ka daily wage worker hu Rajasthan se. Meri income 120000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",54,,120000.0,daily wage worker,Rajasthan,ST,TRUE
T1001,"I belong to ST category from Madhya Pradesh. Age is 24, profession is mazdoor, income around 45000.",24,,45000.0,mazdoor,Madhya Pradesh,ST,FALSE
T1002,I am a 38 year old male kisan living in Uttar Pradesh. My annual household income is 45000 rupees.,38,Male,45000.0,kisan,Uttar Pradesh,,FALSE
T1003,I am a 40 year old male labour living in Uttar Pradesh. My annual household income is 120000 rupees.,40,Male,120000.0,labour,Uttar Pradesh,,FALSE
T1004,"Hi, I am 29 years old student from Madhya Pradesh. My family income is 600000 and I am differently abled.",29,,600000.0,weaver,Madhya Pradesh,,TRUE
T1005,"Mera naam Ramesh hai, main Bihar ka rehne wala hu. Main ST category se ek mahila hu aur labour hu. Aamdani 0 per year hai.",34,Female,0.0,labour,Bihar,ST,FALSE
T1006,"Namaste, main 50 varsh ka berojgar hu Rajasthan se. Meri income 0 rupaye hai, aur main ST varg se hoon. Main divyang hu.",50,,0.0,berojgar,Rajasthan,ST,TRUE
T1007,"Mera naam Ramesh hai, main Bihar ka rehne wala hu. Main ST category se ek mahila hu aur berojgar hu. Aamdani 0 per year hai.",55,Female,0.0,berojgar,Bihar,ST,FALSE
T1008,"Namaste, main 19 varsh ka street vendor hu Uttar Pradesh se. Meri income 45000 rupaye hai, aur main ST varg se hoon. Main divyang hu.",19,,45000.0,street vendor,Uttar Pradesh,ST,TRUE
T1009,"Main Maharashtra se ek student hu, meri umar 33 saal hai aur saalana kamai 350000 rupe hai.",33,,350000.0,student,Maharashtra,,FALSE
T1010,"Main Karnataka se ek unemployed hu, meri umar 35 saal hai aur saalana kamai 45000 rupe hai.",35,,45000.0,unemployed,Karnataka,,FALSE
T1011,I am a 24 year old male unemployed living in Madhya Pradesh. My annual household income is 600000 rupees.,24,Male,600000.0,unemployed,Madhya Pradesh,,FALSE
T1012,"Main Maharashtra se ek student hu, meri umar 60 saal hai aur saalana kamai 600000 rupe hai.",60,,600000.0,student,Maharashtra,,FALSE
T1013,"Hi, I am 37 years old student from Tamil Nadu. My family income is 200000 and I am differently abled.",37,,200000.0,artisan,Tamil Nadu,,TRUE
T1014,"Hi, I am 51 years old student from Karnataka. My family income is 600000 and I am differently abled.",51,,600000.0,unemployed,Karnataka,,TRUE
T1015,"Mera naam Ramesh hai, main Rajasthan ka rehne wala hu. Main OBC category se ek mahila hu aur kisan hu. Aamdani 80000 per year hai.",18,Female,80000.0,kisan,Rajasthan,OBC,FALSE
T1016,"I belong to SC category from Uttar Pradesh. Age is 37, profession is unemployed, income around 45000.",37,,45000.0,unemployed,Uttar Pradesh,SC,FALSE
T1017,"Hi, I am 26 years old student from Madhya Pradesh. My family income is 120000 and I am differently abled.",26,,120000.0,kisan,Madhya Pradesh,,TRUE
T1018,"Hi, I am 52 years old student from Madhya Pradesh. My family income is 0 and I am differently abled.",52,,0.0,labour,Madhya Pradesh,,TRUE
T1019,I am a 27 year old female unemployed living in Tamil Nadu. My annual household income is 45000 rupees.,27,Female,45000.0,unemployed,Tamil Nadu,,FALSE
T1020,I am a 55 year old male berojgar living in Maharashtra. My annual household income is 200000 rupees.,55,Male,200000.0,berojgar,Maharashtra,,FALSE
T1021,"Main Bihar se ek weaver hu, meri umar 54 saal hai aur saalana kamai 350000 rupe hai.",54,,350000.0,weaver,Bihar,,FALSE
T1022,"Hi, I am 44 years old student from Bihar. My family income is 45000 and I am differently abled.",44,,45000.0,chhatra,Bihar,,TRUE
T1023,"Mera naam Ramesh hai, main Uttar Pradesh ka rehne wala hu. Main SC category se ek mahila hu aur rehri wala hu. Aamdani 350000 per year hai.",40,Female,350000.0,rehri wala,Uttar Pradesh,SC,FALSE
T1024,"Namaste, main 58 varsh ka rehri wala hu Karnataka se. Meri income 600000 rupaye hai, aur main SC varg se hoon. Main divyang hu.",58,,600000.0,rehri wala,Karnataka,SC,TRUE
T1025,"Hi, I am 53 years old student from Maharashtra. My family income is 350000 and I am differently abled.",53,,350000.0,daily wage worker,Maharashtra,,TRUE
T1026,"Main Karnataka se ek kisan hu, meri umar 41 saal hai aur saalana kamai 200000 rupe hai.",41,,200000.0,kisan,Karnataka,,FALSE
T1027,"Main Karnataka se ek unemployed hu, meri umar 47 saal hai aur saalana kamai 80000 rupe hai.",47,,80000.0,unemployed,Karnataka,,FALSE
T1028,"I belong to SC category from Uttar Pradesh. Age is 21, profession is street vendor, income around 120000.",21,,120000.0,street vendor,Uttar Pradesh,SC,FALSE
T1029,"Main West Bengal se ek farmer hu, meri umar 53 saal hai aur saalana kamai 45000 rupe hai.",53,,45000.0,farmer,West Bengal,,FALSE
T1030,"Namaste, main 38 varsh ka unemployed hu Maharashtra se. Meri income 200000 rupaye hai, aur main General varg se hoon. Main divyang hu.",38,,200000.0,unemployed,Maharashtra,General,TRUE
T1031,"Mera naam Ramesh hai, main Bihar ka rehne wala hu. Main ST category se ek mahila hu aur student hu. Aamdani 600000 per year hai.",57,Female,600000.0,student,Bihar,ST,FALSE
T1032,"Namaste, main 49 varsh ka weaver hu Maharashtra se. Meri income 200000 rupaye hai, aur main General varg se hoon. Main divyang hu.",49,,200000.0,weaver,Maharashtra,General,TRUE
T1033,I am a 20 year old male labour living in Maharashtra. My annual household income is 350000 rupees.,20,Male,350000.0,labour,Maharashtra,,FALSE
T1034,"I belong to SC category from Uttar Pradesh. Age is 21, profession is street vendor, income around 0.",21,,0.0,street vendor,Uttar Pradesh,SC,FALSE
T1035,"Main Bihar se ek artisan hu, meri umar 22 saal hai aur saalana kamai 200000 rupe hai.",22,,200000.0,artisan,Bihar,,FALSE
T1036,"I belong to ST category from Bihar. Age is 44, profession is kisan, income around 0.",44,,0.0,kisan,Bihar,ST,FALSE
T1037,"I belong to SC category from Bihar. Age is 35, profession is weaver, income around 80000.",35,,80000.0,weaver,Bihar,SC,FALSE
T1038,"Mera naam Ramesh hai, main Madhya Pradesh ka rehne wala hu. Main General category se ek purush hu aur artisan hu. Aamdani 600000 per year hai.",24,Male,600000.0,artisan,Madhya Pradesh,General,FALSE
